time_s,envelope_v,label,event
35.48,1.2176,flex,flex_4
35.50,1.1246,flex,flex_4
35.52,1.2926,flex,flex_4
35.54,1.1855,flex,flex_4
35.56,1.2970,flex,flex_4
35.58,1.3232,flex,flex_4
35.60,1.2901,flex,flex_4
35.62,1.3903,flex,flex_4
35.64,1.2385,flex,flex_4
35.66,1.2202,flex,flex_4
35.68,1.3034,flex,flex_4
35.70,1.3434,flex,flex_4
35.72,1.2886,flex,flex_4
35.74,1.4660,flex,flex_4
35.76,1.4767,flex,flex_4
35.78,1.5138,flex,flex_4
35.80,1.5874,flex,flex_4
35.82,1.4203,flex,flex_4
35.84,1.4960,flex,flex_4
35.86,1.4632,flex,flex_4
35.88,1.5979,flex,flex_4
35.90,1.4530,flex,flex_4
35.92,1.5451,flex,flex_4
35.94,1.5716,flex,flex_4
35.96,1.5000,flex,flex_4
35.98,1.4757,flex,flex_4
36.00,1.4864,flex,flex_4
36.02,1.3726,flex,flex_4
36.04,1.4338,flex,flex_4
36.06,1.4129,flex,flex_4
36.08,1.4135,flex,flex_4
36.10,1.3660,flex,flex_4
36.12,1.3439,flex,flex_4
36.14,1.4298,flex,flex_4
36.16,1.3900,flex,flex_4
36.18,1.2642,flex,flex_4
36.20,1.2911,flex,flex_4
36.22,1.3183,flex,flex_4
36.24,1.2450,flex,flex_4
36.26,1.3689,flex,flex_4
36.28,1.2393,flex,flex_4
36.30,1.2314,flex,flex_4
36.32,1.2625,flex,flex_4
36.34,1.3457,flex,flex_4
36.36,1.2571,flex,flex_4
36.38,1.3624,flex,flex_4
36.40,1.4647,flex,flex_4
36.42,1.3439,flex,flex_4
36.44,1.3174,flex,flex_4
36.46,1.5076,flex,flex_4
36.48,1.3592,flex,flex_4
36.50,1.3563,flex,flex_4
36.52,1.5327,flex,flex_4
36.54,1.6031,flex,flex_4
36.56,1.3958,flex,flex_4
36.58,1.4934,flex,flex_4
36.60,1.5421,flex,flex_4
36.62,1.5054,flex,flex_4
36.64,1.5448,flex,flex_4
36.66,1.3848,flex,flex_4
36.68,1.5188,flex,flex_4
36.70,1.3594,flex,flex_4
36.72,1.2907,flex,flex_4
36.74,1.2380,flex,flex_4
36.76,1.0738,flex,flex_4
36.78,1.0737,flex,flex_4
36.80,1.0094,flex,flex_4
36.82,0.9086,flex,flex_4
36.84,0.8620,flex,flex_4
36.86,0.6855,flex,flex_4
36.88,0.6815,flex,flex_4
36.90,0.7057,flex,flex_4
36.92,0.5678,flex,flex_4
36.94,0.5313,flex,flex_4
36.96,0.5151,flex,flex_4
36.98,0.4215,flex,flex_4
37.00,0.3584,rest,rest
37.02,0.3510,rest,rest
37.04,0.3592,rest,rest
37.06,0.3647,rest,rest
37.08,0.3493,rest,rest
37.10,0.4196,rest,rest
37.12,0.3870,rest,rest
37.14,0.3684,rest,rest
37.16,0.3812,rest,rest
37.18,0.3770,rest,rest
37.20,0.3763,rest,rest
37.22,0.3875,rest,rest
37.24,0.3693,rest,rest
37.26,0.3566,rest,rest
37.28,0.4106,rest,rest
37.30,0.3633,rest,rest
37.32,0.3850,rest,rest
37.34,0.3793,rest,rest
37.36,0.3412,rest,rest
37.38,0.3780,rest,rest
37.40,0.4034,rest,rest
37.42,0.3714,rest,rest
37.44,0.3797,rest,rest
37.46,0.3867,rest,rest
37.48,0.3926,rest,rest
37.50,0.3761,rest,rest
37.52,0.3704,rest,rest
37.54,0.3760,rest,rest
37.56,0.3981,rest,rest
37.58,0.3923,rest,rest
37.60,0.3389,rest,rest
37.62,0.3444,rest,rest
37.64,0.3574,rest,rest
37.66,0.3033,rest,rest
37.68,0.3893,rest,rest
37.70,0.3502,rest,rest
37.72,0.3470,rest,rest
37.74,0.3721,rest,rest
37.76,0.3717,rest,rest
37.78,0.3545,rest,rest
37.80,0.3586,rest,rest
37.82,0.3705,rest,rest
37.84,0.3518,rest,rest
37.86,0.3535,rest,rest
37.88,0.3971,rest,rest
37.90,0.3550,rest,rest
37.92,0.3446,rest,rest
37.94,0.3350,rest,rest
37.96,0.3766,rest,rest
37.98,0.3898,rest,rest
38.00,0.3883,rest,rest
38.02,0.3503,rest,rest
38.04,0.3707,rest,rest
38.06,0.3511,rest,rest
38.08,0.3477,rest,rest
38.10,0.3630,rest,rest
38.12,0.3802,rest,rest
38.14,0.3860,rest,rest
38.16,0.3637,rest,rest
38.18,0.3684,rest,rest
38.20,0.3867,rest,rest
38.22,0.3567,rest,rest
38.24,0.3468,rest,rest
38.26,0.3529,rest,rest
38.28,0.3159,rest,rest
38.30,0.3711,rest,rest
38.32,0.3429,rest,rest
38.34,0.4058,rest,rest
38.36,0.4000,rest,rest
38.38,0.4018,rest,rest
38.40,0.3566,rest,rest
38.42,0.3604,rest,rest
38.44,0.3413,rest,rest
38.46,0.3445,rest,rest
38.48,0.4190,rest,rest
38.50,0.3809,rest,rest
38.52,0.3397,rest,rest
38.54,0.3450,rest,rest
38.56,0.3314,rest,rest
38.58,0.3813,rest,rest
38.60,0.3537,rest,rest
38.62,0.3440,rest,rest
38.64,0.3691,rest,rest
38.66,0.3961,rest,rest
38.68,0.3272,rest,rest
38.70,0.3890,rest,rest
38.72,0.3970,rest,rest
38.74,0.3847,rest,rest
38.76,0.3419,rest,rest
38.78,0.3653,rest,rest
38.80,0.4241,rest,rest
38.82,0.3469,rest,rest
38.84,0.3582,rest,rest
38.86,0.3701,rest,rest
38.88,0.4020,rest,rest
38.90,0.4034,rest,rest
38.92,0.3723,rest,rest
38.94,0.3809,rest,rest
38.96,0.3648,rest,rest
38.98,0.3682,rest,rest
39.00,0.3512,rest,rest
39.02,0.3675,rest,rest
39.04,0.3827,rest,rest
39.06,0.3443,rest,rest
39.08,0.3849,rest,rest
39.10,0.3758,rest,rest
39.12,0.3503,rest,rest
39.14,0.3377,rest,rest
39.16,0.3885,rest,rest
39.18,0.3627,rest,rest
39.20,0.3551,rest,rest
39.22,0.3003,rest,rest
39.24,0.3711,rest,rest
39.26,0.3395,rest,rest
39.28,0.3546,rest,rest
39.30,0.3434,rest,rest
39.32,0.3272,rest,rest
39.34,0.3809,rest,rest
39.36,0.3878,rest,rest
39.38,0.3160,rest,rest
39.40,0.3083,rest,rest
39.42,0.3575,rest,rest
39.44,0.3297,rest,rest
39.46,0.3989,rest,rest
39.48,0.3658,rest,rest
39.50,0.3662,rest,rest
39.52,0.3385,rest,rest
39.54,0.3746,rest,rest
39.56,0.4171,rest,rest
39.58,0.3657,rest,rest
39.60,0.3697,rest,rest
39.62,0.3472,rest,rest
39.64,0.3418,rest,rest
39.66,0.3461,rest,rest
39.68,0.3401,rest,rest
39.70,0.3923,rest,rest
39.72,0.3669,rest,rest
39.74,0.3286,rest,rest
39.76,0.3499,rest,rest
39.78,0.3736,rest,rest
39.80,0.3372,rest,rest
39.82,0.3734,rest,rest
39.84,0.3509,rest,rest
39.86,0.3265,rest,rest
39.88,0.3476,rest,rest
39.90,0.3588,rest,rest
39.92,0.3666,rest,rest
39.94,0.3638,rest,rest
39.96,0.3936,rest,rest
39.98,0.3692,rest,rest
